id,name_en,birth_date,source,dm_element_wood,dm_element_fire,dm_element_earth,dm_element_metal,dm_element_water,dm_yang,season_spring,season_summer,season_autumn,season_winter,fe_wood,fe_fire,fe_earth,fe_metal,fe_water,strength,tg_比肩,tg_劫财,tg_食神,tg_伤官,tg_偏财,tg_正财,tg_偏官,tg_正官,tg_偏印,tg_正印,tg_entropy,dominant_比肩,dominant_劫财,dominant_食神,dominant_伤官,dominant_偏财,dominant_正财,dominant_偏官,dominant_正官,dominant_偏印,dominant_正印,sc_甲己,sc_乙庚,sc_丙辛,sc_丁壬,sc_戊癸,bc6_子丑,bc6_寅亥,bc6_卯戌,bc6_辰酉,bc6_巳申,bc6_午未,bc3_water,bc3_fire,bc3_metal,bc3_wood,clash_子午,clash_丑未,clash_寅申,clash_卯酉,clash_辰戌,clash_巳亥,star_tianyi,star_wenchang,star_yima,has_birth_time,occupation_first
f4730d97-f867-4d4a-9156-cbd7151d17db,Delila Abbott,1908-11-04,astrodatabank,0,0,0,0,1,0,0,0,1,0,0,2,2,1,3,1,0,2,0,0,1,1,0,2,0,1,2.2359,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,企业家
feeaaa49-d500-4c6e-ae65-4fcb8525c301,Isabella Abbott,1919-06-20,astrodatabank,0,0,0,0,1,0,0,1,0,0,1,1,2,1,3,1,1,1,1,0,1,0,2,0,0,1,2.5216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,科学家
8c0f992d-8e55-430a-a832-f93153ce0240,Kyle Abbott,1968-02-18,astrodatabank,0,0,1,0,0,1,1,0,0,0,2,3,2,1,0,1,1,0,1,0,0,0,2,0,1,2,2.2359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,运动员
b76702de-2560-480c-8cbd-8072dcc866d4,Tommy Abbott,1934-11-04,astrodatabank,0,0,1,0,0,0,0,0,1,0,3,0,5,0,0,3,0,4,0,0,0,0,1,2,0,0,1.3788,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,演员
e37e12a2-6f10-4ae0-8e2a-1afa9a79f2b8,Joseph Abboud,1950-05-05,astrodatabank,0,0,0,1,0,1,1,0,0,0,1,1,2,3,1,3,2,0,0,1,1,0,1,0,2,0,2.2359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,企业家
7ae5113d-a13d-4fb5-9ef8-e3134176c6bc,Bonnedienne Abderrhamane,1920-11-26,astrodatabank,0,0,1,0,0,1,0,0,0,1,0,1,2,2,3,0,0,1,2,0,1,2,0,0,0,1,2.2359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,运动员
8aad7fed-f1b2-4d0c-a20a-50b3430fe10d,Paula Abdul,1962-06-19,astrodatabank,0,0,1,0,0,1,0,1,0,0,1,2,3,0,2,3,0,2,0,0,1,1,1,0,1,1,2.5216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,运动员
df868c92-ce27-4da0-a5db-941d6618550d,Raoul Reheme Abdul,1929-11-07,astrodatabank,0,1,0,0,0,1,0,0,1,0,1,2,4,0,1,0,1,0,2,2,0,0,1,0,1,0,2.2359,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,作家
55786b96-7fc6-4b02-b19d-bce8b1d5d756,Tariq Abdul-Wahad,1974-11-03,astrodatabank,0,0,1,0,0,1,0,0,1,0,3,0,3,1,1,2,1,1,1,0,0,1,3,0,0,0,2.1281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,企业家
f9240ea8-9b26-4567-ba4a-b0b8f8b74267,Patrice Abeille,1954-03-09,astrodatabank,1,0,0,0,0,1,1,0,0,0,4,3,0,0,1,3,1,2,0,3,0,0,0,0,0,1,1.8424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,政治家
d7a84879-dcd7-4e04-bd11-11accb01e7ae,Alan Abel,1928-12-06,astrodatabank,0,0,0,1,0,1,0,0,0,1,0,1,4,1,2,1,0,0,1,1,0,0,1,0,4,0,1.6645,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,科学家
340265c5-fcfe-4f76-ac0f-7113a727f8cf,Ilse Abel,1909-10-05,astrodatabank,0,0,1,0,0,1,0,0,1,0,0,2,3,2,1,1,1,1,0,2,0,1,0,0,1,1,2.5216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,演员
6a8f0a34-b4fd-49e5-b6a1-de38d9dfef2b,Robert J. Abel,1937-03-10,astrodatabank,0,1,0,0,0,1,1,0,0,0,1,2,2,1,2,2,0,1,1,1,1,0,1,1,0,1,2.8074,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,企业家
a1539271-e6ae-4aaf-ac14-120d54053b21,Pierre Abelin,1909-05-16,astrodatabank,0,1,0,0,0,1,0,1,0,0,1,3,2,1,1,3,1,1,0,2,0,1,0,1,1,0,2.5216,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,政治家
989d3bb7-acb8-4982-b899-f6d02d02660f,Bess Abell,1933-06-02,astrodatabank,0,0,1,0,0,0,0,1,0,0,1,3,1,1,2,3,0,0,1,0,1,1,0,1,1,2,2.5216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,企业家
478d4756-5745-429e-a76d-45366b1a9b48,George Abell,1927-03-01,astrodatabank,1,0,0,0,0,1,1,0,0,0,4,2,0,0,2,3,1,2,0,2,0,0,0,0,2,0,1.9502,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,科学家
1f3643da-cbca-474f-b089-b967d010611f,Sam Abell,1945-02-19,astrodatabank,0,0,1,0,0,0,1,0,0,0,2,0,4,2,0,1,2,1,2,0,0,0,1,1,0,0,2.2359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,作家
3acb73fc-569a-4a50-9da8-619cf24ada89,Raymond Abellio,1907-11-11,astrodatabank,1,0,0,0,0,1,0,0,0,1,2,1,2,1,2,3,1,0,0,1,1,1,0,1,1,1,2.8074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,政治家
a814a2cd-0114-4442-9ac1-240ffd87f085,Wolfgang Abendroth,1906-05-02,astrodatabank,0,1,0,0,0,1,1,0,0,0,0,4,3,0,1,1,1,2,3,0,0,0,1,0,0,0,1.8424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,政治家
60c94836-3f76-4db8-ac3a-ea778bf787d8,Lucien Abenhaim,1951-07-23,astrodatabank,1,0,0,0,0,1,0,1,0,0,3,0,3,1,1,1,0,2,0,0,2,1,0,1,0,1,2.2359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,演员
009da750-892f-4edd-9512-d6f9f3d952f0,Al Aber,1927-07-31,astrodatabank,0,1,0,0,0,1,0,1,0,0,2,3,2,0,1,1,0,2,0,2,0,0,1,0,1,1,2.2359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,运动员
f1c45831-c70e-4fb4-b996-744c3311447b,Ralph Abernathy,1926-03-11,astrodatabank,0,0,1,0,0,0,1,0,0,0,3,1,2,1,1,0,1,0,1,0,0,1,2,1,0,1,2.5216,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,政治家
9fb2501d-6b94-4eb9-b403-0db9c7d12ece,Robert J. Abernethy,1940-02-28,astrodatabank,0,0,0,1,0,0,1,0,0,0,1,0,4,2,1,1,0,1,0,1,0,1,0,0,1,3,2.1281,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,企业家
a6768e44-a2d7-4b54-8fbb-f4132b2c8f58,Virginia Abernethy,1934-10-04,astrodatabank,0,0,1,0,0,1,0,0,1,0,1,2,2,2,1,1,1,0,1,1,0,1,1,0,1,1,2.8074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,政治家
8071d2f2-6547-4cbe-9ad1-b8a32cf503b6,Luigi Abete,1947-02-17,astrodatabank,0,1,0,0,0,0,1,0,0,0,3,2,1,0,2,3,1,0,0,1,0,0,0,2,1,2,2.2359,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,企业家
110ff5f7-1ba7-4f7a-b4da-bce358d91070,Otto Friedrich Abetz,1903-03-26,astrodatabank,0,0,0,0,1,0,1,0,0,0,3,2,1,0,2,0,1,0,3,0,1,1,1,0,0,0,2.1281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,政治家
a1e4b47d-3cf0-4c73-b4ab-20416389ecab,Éric Abidal,1979-09-11,astrodatabank,0,0,0,1,0,0,0,0,1,0,0,2,2,3,1,3,2,0,1,0,0,0,1,1,2,0,2.2359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,运动员
1c069245-3bb7-4f7b-b7dd-e199dbdf5554,Sarah Abitbol,1975-06-08,astrodatabank,1,0,0,0,0,0,0,1,0,0,4,1,0,2,1,1,3,0,1,0,0,0,2,0,0,1,1.8424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,运动员
973c216d-b5bd-49e2-a323-9369729c7833,Ary Abittan,1974-01-31,astrodatabank,0,0,0,0,1,1,0,0,0,1,1,2,2,1,2,0,0,1,0,1,1,1,0,2,1,0,2.5216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,演员
e9188be8-aee1-49df-a208-1fdda6627cd8,Katherine Abney,1960-07-29,astrodatabank,0,0,1,0,0,1,0,1,0,0,2,1,2,1,2,2,0,1,1,0,0,2,0,2,0,1,2.2359,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,企业家
d479b92a-cbe7-4b11-905e-9e06a7aa301d,Robert Abney,1956-03-19,astrodatabank,1,0,0,0,0,0,1,0,0,0,3,1,0,4,0,2,2,0,0,1,0,0,3,1,0,0,1.8424,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,企业家
50f5ff4b-f6b9-42b0-aa73-7361fadcbb83,Paula Aboud,1950-03-20,astrodatabank,1,0,0,0,0,1,1,0,0,0,5,0,2,1,0,3,2,2,0,0,0,2,1,0,0,0,1.9502,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,企业家
148645d9-181b-4d06-8180-83dd31ed1d00,José Aboulker,1920-03-05,astrodatabank,0,0,0,0,1,1,1,0,0,0,2,0,2,2,2,1,1,0,2,0,0,0,2,0,2,0,1.9502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,政治家
1ded1c53-98ef-486c-9673-3e317846a67a,Colette Béatrice Aboulker-Muscat,1909-01-28,astrodatabank,0,0,1,0,0,1,0,0,0,1,1,1,4,1,1,3,2,1,1,0,0,1,0,1,0,1,2.5216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,科学家
1ad186e1-e26e-47c2-9067-06c7e0184e02,James G. Abourezk,1931-02-24,astrodatabank,0,0,0,1,0,1,1,0,0,0,1,1,2,3,1,1,1,1,1,0,1,0,0,1,1,1,2.8074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,政治家
192a36d8-4783-4282-a7b8-455dab9163af,Jean-Pierre About,1942-10-19,astrodatabank,1,0,0,0,0,0,0,0,1,0,1,2,2,1,2,0,0,0,1,1,1,1,0,1,1,1,2.8074,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,企业家
539bb7e4-7b55-4e43-b2e5-f78b147f81d8,Jim Abrahams,1944-05-10,astrodatabank,1,0,0,0,0,1,0,1,0,0,3,1,2,1,1,1,1,1,1,0,1,1,1,0,1,0,2.8074,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,企业家
